#{"t_start": 1754390739.1912675, "env_id": "None"}
r,l,t
1511.934618,7,1323.206272
1313.13827,7,1323.214985
528.060382,7,1323.223552
1800.257985,7,1323.233147
1203.077985,7,1323.244036
1034.066964,7,1323.254284
746.255808,7,1323.265505
1229.030182,7,1323.273454
1334.565509,7,1323.281891
1902.178624,7,1323.291943
1705.844672,7,1323.302673
509.840077,7,1323.313177
1062.305845,7,1323.322535
1034.293941,7,1323.330538
2143.449735,7,1323.339215
1369.552746,7,1323.351518
1399.192661,7,1323.361067
701.555823,7,1323.370731
1414.331232,7,1323.380136
901.983628,7,1323.389251
1267.381608,7,1323.397822
616.706431,7,1323.408716
1750.161402,7,1323.418537
596.465946,7,1323.42815
464.801171,7,1323.437013
2223.829371,7,1323.446515
1503.782664,7,1323.45667
1921.266615,7,1323.465249
601.810665,7,1323.475119
315.298345,7,1323.483892
519.020112,7,1323.493034
1314.683563,7,1323.502576
1365.293904,7,1323.511706
1797.405628,7,1323.522375
1515.090494,7,1323.53334
1064.762706,7,1323.543733
721.214744,7,1323.554134
988.56781,7,1323.563697
2146.263257,7,1323.574824
934.843977,7,1323.585219
623.499933,7,1323.593295
1849.375,7,1323.601324
997.081163,7,1323.610318
1508.32601,7,1323.619898
923.988422,7,1323.631957
-311.469112,7,1323.641359
206.206486,7,1323.651954
935.886493,7,1323.660955
962.542389,7,1323.670127
930.835012,7,1323.679186
958.391714,7,1323.689602
1722.241702,7,1323.699328
403.279153,7,1323.70975
1805.175354,7,1323.719114
1791.780428,7,1323.7313
677.961459,7,1323.740102
1041.226792,7,1323.750451
336.201871,7,1323.761163
1771.167369,7,1323.771275
994.712334,7,1323.779644
1967.883983,7,1323.788594
1645.968916,7,1323.798094
648.955019,7,1323.806285
829.005083,7,1323.813959
700.7524,7,1323.822385
363.972944,7,1323.829662
1493.998958,7,1323.839164
1702.963592,7,1323.847703
900.814938,7,1323.859093
1615.398945,7,1323.870333
932.963554,7,1323.879714
1170.607834,7,1323.889443
499.947686,7,1323.897941
1465.472171,7,1323.907103
1142.883115,7,1327.070399
1358.397698,7,1327.081477
1058.254509,7,1327.09293
1040.743734,7,1327.10447
1541.825897,7,1327.114105
1335.162754,7,1327.124338
570.417985,7,1327.133755
1382.572082,7,1327.143223
1815.953578,7,1327.156149
1403.599205,7,1327.165982
272.73379,7,1327.176763
1568.158149,7,1327.186124
1064.532397,7,1327.195819
1754.255331,7,1327.205959
1797.571821,7,1327.216429
1310.766496,7,1327.226558
1211.097757,7,1327.236072
1281.782533,7,1327.247338
1489.796139,7,1327.258627
1684.351425,7,1327.268839
683.209963,7,1327.279781
1448.212848,7,1327.289901
1854.873919,7,1327.300213
654.73509,7,1327.31094
1100.678346,7,1327.321212
1838.132296,7,1327.329743
933.203527,7,1327.339636
602.233574,7,1327.348804
1067.352795,7,1327.35822
358.970229,7,1327.366539
847.799967,7,1327.379013
2025.393887,7,1327.389081
981.424266,7,1327.398001
571.886258,7,1327.408963
1396.217652,7,1327.418442
1049.189471,7,1327.427884
680.048638,7,1327.437586
1770.338377,7,1327.447068
749.261183,7,1327.455288
1646.15522,7,1327.464063
698.233432,7,1327.471825
557.991055,7,1327.479341
1428.491798,7,1327.489834
1400.4743,7,1327.497677
1038.170158,7,1327.505637
980.501901,7,1327.513136
1074.795309,7,1327.52044
1052.566578,7,1327.528853
900.1008,7,1327.537464
1493.003794,7,1327.546776
370.407034,7,1327.556056
908.051112,7,1327.563186
837.442074,7,1327.570477
1245.732142,7,1327.578418
1287.842183,7,1327.586189
1461.993024,7,1327.597782
376.055435,7,1327.608133
637.908949,7,1327.615502
1717.985551,7,1327.624796
28.465443,7,1327.634332
2018.177331,7,1327.644113
1426.507073,7,1327.654664
1581.846736,7,1327.664988
1850.658295,7,1327.674101
1334.732361,7,1327.682479
911.354196,7,1327.691389
761.052396,7,1327.700564
1392.213677,7,1327.711875
187.2769,7,1327.722497
1057.735684,7,1327.733298
1277.998159,7,1327.7436
2087.417136,7,1327.752886
674.144819,7,1327.761842
2363.312914,7,1327.769373
1037.999104,7,1327.777493
1623.228494,7,1327.786068
2206.38054,7,1327.794456
2190.165909,7,1327.802435
1356.731309,7,1327.809125
1272.393196,7,1327.816578
1861.299224,7,1327.825639
510.970846,7,1327.832811
382.741977,7,1327.841137
836.335783,7,1327.850205
1329.582882,7,1327.856839
1877.800007,7,1327.863668
788.261731,7,1327.871341
560.753115,7,1327.87834
1622.810958,7,1327.885503
1374.899753,7,1327.892075
918.979326,7,1327.899312
1345.612521,7,1327.906073
637.702849,7,1327.912744
1015.503768,7,1327.91923
629.815017,7,1327.927808
1088.579816,7,1327.934306
1067.264509,7,1327.944374
648.532615,7,1327.952952
980.625252,7,1327.960033
1181.594062,7,1327.966908
1825.98795,7,1327.973706
1366.372253,7,1327.98133
985.093073,7,1327.988127
881.955024,7,1327.995306
1879.956513,7,1328.002136
875.765208,7,1328.009439
1295.09858,7,1328.016297
1038.179526,7,1328.02281
1319.701103,7,1328.02954
1244.41618,7,1328.037371
1230.659889,7,1328.044463
1024.62971,7,1328.051202
969.675252,7,1328.060355
1239.925755,7,1328.068886
903.388631,7,1328.075666
908.476432,7,1328.082997
1047.833992,7,1328.090148
633.570497,7,1328.097139
1082.734602,7,1328.10394
845.401257,7,1328.112755
562.031896,7,1328.121595
959.62727,7,1328.12898
959.637231,7,1328.136055
1070.663809,7,1328.145151
958.157721,7,1328.151825
736.851835,7,1328.160385
1337.517839,7,1328.168122
1767.910378,7,1328.17468
1692.782506,7,1328.182722
2179.606005,7,1328.189865
606.614787,7,1328.196276
268.952279,7,1328.203765
1283.346942,7,1328.212949
1392.36744,7,1328.222227
665.999719,7,1328.230711
690.654495,7,1328.237266
1101.08702,7,1328.244439
1543.562191,7,1328.250965
1090.736445,7,1328.26114
1382.547888,7,1328.267954
1310.872805,7,1328.27731
720.429063,7,1328.286488
2121.028187,7,1328.292678
300.509458,7,1328.299838
1282.03746,7,1328.306786
2135.64534,7,1328.31529
1317.442484,7,1328.323055
327.407955,7,1328.329756
1447.561126,7,1328.337219
646.672586,7,1328.344266
1357.176175,7,1328.351119
940.48275,7,1328.357921
1777.742967,7,1328.364681
1715.040907,7,1328.374051
548.90725,7,1328.380877
1229.998791,7,1328.389117
378.872532,7,1328.397262
1326.104452,7,1328.406639
578.825483,7,1328.412727
795.873089,7,1328.41939
1391.542805,7,1328.427388
1410.478605,7,1328.435795
1159.756356,7,1328.443567
1312.878439,7,1328.450406
1108.751014,7,1328.45714
829.42233,7,1328.464617
535.5589,7,1328.473824
555.739686,7,1328.480591
1289.058528,7,1328.490277
1718.598474,7,1328.496911
1448.268524,7,1328.504236
287.693627,7,1328.510846
1142.896537,7,1328.517434
1025.406219,7,1328.524696
1180.896515,7,1328.53258
746.461743,7,1328.53939
625.490887,7,1328.54616
934.906233,7,1328.553399
1750.508504,7,1328.559963
1838.432119,7,1328.567416
1695.758296,7,1328.574931
402.345084,7,1328.581643
1848.612921,7,1328.590284
1482.684223,7,1328.600303
664.425763,7,1328.607122
1012.599579,7,1328.614072
2186.591976,7,1328.621841
524.051188,7,1328.628146
1266.794363,7,1328.63504
943.2996,7,1328.642533
536.364797,7,1328.648807
508.515807,7,1328.657558
1239.04214,7,1328.66374
879.802099,7,1328.670348
1440.023168,7,1328.677717
993.504912,7,1328.684234
1410.946126,7,1328.692711
546.030526,7,1328.700718
1384.910389,7,1328.709036
329.712443,7,1328.716209
1844.670626,7,1328.723766
1010.175291,7,1328.731225
982.469884,7,1328.737934
878.449325,7,1328.744634
1473.594941,7,1328.751892
2055.295605,7,1328.758953
1691.716373,7,1328.765705
1664.629483,7,1328.772412
602.597324,7,1328.77879
1381.028641,7,1328.785396
1399.837959,7,1328.791938
709.115194,7,1328.798948
1056.141305,7,1328.807281
1346.82521,7,1328.813743
598.731219,7,1328.820616
860.482612,7,1328.828444
2129.255304,7,1328.836331
1126.252788,7,1328.842743
1024.359278,7,1328.849424
1252.194735,7,1328.856412
930.585305,7,1328.862897
977.361498,7,1328.871058
2641.655425,7,1328.877645
1476.271159,7,1328.884478
252.70929,7,1328.890795
736.391872,7,1328.896951
1670.334613,7,1328.903993
1453.488918,7,1328.910249
1262.529787,7,1328.920164
1405.510029,7,1328.926495
1601.61386,7,1328.936
-67.542085,7,1328.945639
1743.527351,7,1328.955045
1518.813722,7,1328.963031
979.969334,7,1328.97302
1091.324157,7,1328.982803
492.728021,7,1328.99055
1495.475246,7,1328.999904
1427.552043,7,1329.006529
1849.98875,7,1329.013252
653.062173,7,1329.024248
1328.098299,7,1329.032836
1319.313865,7,1329.043533
573.401779,7,1329.05213
232.43343,7,1329.06024
976.03477,7,1329.068923
1789.965374,7,1329.079476
571.001424,7,1329.087077
566.913997,7,1329.09481
1854.392874,7,1329.103351
1424.65903,7,1329.11197
1136.224715,7,1329.120317
731.763815,7,1329.126771
1232.287251,7,1329.133953
245.473491,7,1329.144046
483.799623,7,1329.152795
1097.128235,7,1329.163465
1806.675558,7,1329.173757
693.644581,7,1329.182932
1441.371259,7,1329.19148
547.441682,7,1329.20047
904.063058,7,1329.209427
919.233289,7,1329.21658
1353.326497,7,1329.224504
1477.850075,7,1329.230935
1585.569997,7,1329.236983
608.941502,7,1329.243055
2507.039101,7,1329.249259
1343.429427,7,1329.260053
1789.00825,7,1329.266047
1378.808078,7,1329.274372
392.25739,7,1329.284235
978.856453,7,1329.292517
677.544005,7,1329.303113
717.644604,7,1329.311202
-75.372604,7,1329.31935
777.711387,7,1329.327888
677.222572,7,1329.336151
980.704719,7,1329.34436
1948.84662,7,1329.352497
1275.814147,7,1329.363056
1368.331983,7,1329.372775
1278.308326,7,1329.383184
620.37705,7,1329.392754
404.49173,7,1329.401961
1345.512661,7,1329.410617
1399.39449,7,1329.420098
986.420741,7,1329.428252
1004.979375,7,1329.438511
1399.933314,7,1329.447078
1052.990908,7,1329.455958
1033.082986,7,1329.465288
905.970935,7,1329.477012
678.549166,7,1332.792021
1408.713461,7,1332.801629
887.793169,7,1332.811159
615.433502,7,1332.823054
1353.518336,7,1332.832844
685.878783,7,1332.843637
1042.954986,7,1332.853407
1280.577892,7,1332.865717
843.227125,7,1332.87644
670.720645,7,1332.887591
1168.867573,7,1332.898358
1355.021193,7,1332.907944
1474.210666,7,1332.917401
1151.047201,7,1332.927223
1715.081916,7,1332.937282
1420.566115,7,1332.947418
958.65454,7,1332.95664
597.875098,7,1332.967111
586.796455,7,1332.980098
1600.025546,7,1332.989966
1253.114421,7,1332.998731
1235.335409,7,1333.009149
1436.662349,7,1333.017551
587.177238,7,1333.099359
263.094542,7,1333.110563
686.857306,7,1333.121833
1466.30543,7,1333.13089
1855.644462,7,1333.142484
2073.634754,7,1333.15334
670.801642,7,1333.163158
1859.536843,7,1333.173633
489.790644,7,1333.184631
1409.007827,7,1333.19413
1046.925015,7,1333.203866
1403.779734,7,1333.212675
224.568316,7,1333.221503
1098.022116,7,1333.230851
802.085924,7,1333.239235
944.922794,7,1333.248893
1698.379923,7,1333.258291
133.895291,7,1333.266667
1848.63531,7,1333.275719
1373.050227,7,1333.286921
993.789003,7,1333.296441
247.102052,7,1333.306012
1180.755829,7,1333.314835
1460.380214,7,1333.325222
1421.078969,7,1333.334383
228.603539,7,1333.343245
1808.318185,7,1333.35193
1788.527437,7,1333.361655
1279.215046,7,1333.370938
1214.241628,7,1333.379551
1417.58833,7,1333.390788
519.223018,7,1333.39933
1370.825085,7,1333.410483
1386.633735,7,1333.419703
1171.203829,7,1333.429312
1258.996588,7,1333.439056
1419.780739,7,1333.448487
359.668992,7,1333.458573
1349.720247,7,1333.467198
327.348514,7,1333.476733
727.973218,7,1333.48733
1791.257347,7,1333.496948
932.260475,7,1333.508529
1644.879356,7,1333.517794
1421.972273,7,1333.528754
1007.087744,7,1333.538301
722.60875,7,1333.547301
509.41608,7,1333.557978
1351.512431,7,1333.566897
2504.761332,7,1333.575694
1421.058874,7,1333.585254
2214.903987,7,1333.595637
977.665964,7,1333.60508
1789.751051,7,1333.613399
1387.029766,7,1333.625422
1689.581132,7,1333.63474
278.257357,7,1333.644091
2042.076253,7,1333.653293
1819.228866,7,1333.661903
910.906619,7,1333.672199
1673.630415,7,1333.681134
638.081818,7,1333.690755
1846.195433,7,1333.699884
1800.128974,7,1333.709227
2183.763003,7,1333.718641
576.928894,7,1333.727762
967.962953,7,1333.738408
2100.85399,7,1333.74716
964.515364,7,1333.758524
1112.632219,7,1333.767791
1394.509717,7,1333.77837
1047.783665,7,1333.788307
1328.505295,7,1333.798714
1548.992785,7,1333.808176
1539.584758,7,1333.817089
1348.990331,7,1333.826374
969.123294,7,1333.834944
623.526456,7,1333.846025
1488.861065,7,1333.856501
929.896017,7,1333.866538
1554.1582,7,1333.875843
1271.732789,7,1333.884882
1805.874975,7,1333.894193
1016.045289,7,1333.903274
1616.814079,7,1333.912577
577.23545,7,1333.922989
1033.229316,7,1333.931905
1060.348301,7,1333.941964
1838.552955,7,1333.950614
2112.441695,7,1333.961138
996.216256,7,1333.970163
933.24342,7,1333.980851
263.957446,7,1333.992268
392.468634,7,1334.001693
889.831377,7,1334.010987
1020.693167,7,1334.022377
964.47267,7,1334.031695
920.487763,7,1334.041389
1357.463523,7,1334.049726
1328.047055,7,1334.05969
604.769754,7,1334.071274
416.100908,7,1334.081538
516.980953,7,1334.092499
1445.497562,7,1334.102232
905.046204,7,1334.111583
260.549352,7,1334.120415
1171.004371,7,1334.130052
624.753138,7,1334.139094
1119.696687,7,1334.150141
-29.623067,7,1334.158924
933.911407,7,1334.167463
1575.9916,7,1334.180267
1160.723227,7,1334.189842
228.236078,7,1334.198684
1459.16317,7,1334.208285
1464.124168,7,1334.217118
1348.531246,7,1334.226282
1697.186077,7,1334.234529
1709.904177,7,1334.243872
295.563362,7,1334.254245
1843.966903,7,1334.263749
2222.576894,7,1334.271809
937.893339,7,1334.279995
1059.376428,7,1334.291792
1219.158493,7,1334.302546
1181.860087,7,1334.311223
-57.993162,7,1334.321411
410.001468,7,1334.330071
1827.964182,7,1334.340513
1411.074386,7,1334.348958
911.131918,7,1334.357271
941.686491,7,1334.366035
526.169452,7,1334.376502
1143.076178,7,1334.384894
1052.216641,7,1334.395067
1645.965248,7,1334.405504
1415.692795,7,1334.414538
583.711335,7,1334.425194
308.783494,7,1334.434284
1309.667066,7,1334.442516
996.519459,7,1334.451933
1732.25789,7,1334.460386
653.045735,7,1334.470291
916.423066,7,1334.478995
1721.948816,7,1334.488103
1477.848094,7,1334.496694
933.884682,7,1334.509193
700.826462,7,1334.518605
1387.291173,7,1334.528644
944.007455,7,1334.537573
1234.376968,7,1334.545752
1119.403885,7,1334.554698
1105.235096,7,1334.563803
999.301538,7,1334.57276
1444.410582,7,1334.582346
1731.511331,7,1334.591885
2100.848742,7,1334.600397
1924.52591,7,1334.609236
1051.101869,7,1334.617577
1291.624601,7,1334.629569
1350.338444,7,1334.63982
1391.777899,7,1334.650028
1207.542891,7,1334.661416
2311.906034,7,1334.671882
2127.155821,7,1334.680994
1040.808644,7,1334.68896
1007.833372,7,1334.698097
934.192551,7,1334.707541
1400.475444,7,1334.71635
1557.866905,7,1334.725487
2509.759125,7,1334.735766
1076.24186,7,1334.7451
803.674923,7,1334.75942
1361.881984,7,1334.77096
1594.428358,7,1334.78146
1062.861924,7,1334.79167
1348.198194,7,1334.800659
1010.326942,7,1334.809759
2224.003201,7,1334.819659
1101.903767,7,1334.829025
902.831245,7,1334.841392
1052.826477,7,1334.852439
1759.006338,7,1334.861578
1125.338439,7,1334.874683
1666.717903,7,1334.883375
1700.9063,7,1334.892151
1844.099092,7,1334.901316
2036.353993,7,1334.911085
658.273734,7,1334.919361
1596.606213,7,1334.929135
1412.828578,7,1334.938704
1515.077249,7,1334.95039
1127.834114,7,1334.960828
1415.106963,7,1334.972942
1301.231294,7,1334.983156
2046.960376,7,1334.993006
1700.591477,7,1335.003283
732.526969,7,1335.012335
873.519569,7,1335.023051
224.657332,7,1335.032279
2230.068309,7,1335.040773
399.553727,7,1335.051915
1905.753642,7,1335.060167
1020.289739,7,1335.071325
930.717817,7,1335.082986
907.963531,7,1335.092963
1292.093552,7,1335.102808
1711.866541,7,1335.112733
1396.420456,7,1335.12223
560.611949,7,1335.131199
960.602225,7,1335.139948
1707.116899,7,1335.147504
715.43042,7,1335.158793
614.339168,7,1335.170069
608.339102,7,1335.180156
659.419913,7,1335.191697
890.809249,7,1335.201863
377.519383,7,1335.211988
1297.547159,7,1335.220348
1701.727184,7,1335.229063
1307.119313,7,1335.239244
2599.328058,7,1335.249469
885.991384,7,1335.262675
1782.033286,7,1335.27454
2168.991868,7,1335.284575
713.81739,7,1335.294668
1636.302927,7,1335.304709
920.977113,7,1335.31492
811.500573,7,1335.325513
670.968698,7,1335.337442
1768.978301,7,1335.347292
1415.124864,7,1335.356096
1636.107035,7,1335.364348
497.720719,7,1335.377192
1816.706325,7,1335.38895
1785.981587,7,1335.400258
1652.867781,7,1335.408904
902.9297,7,1335.419605
614.310239,7,1335.428608
1682.001663,7,1335.440022
959.326647,7,1335.450096
1013.692359,7,1335.459887
1727.852362,7,1335.469348
1795.819925,7,1335.482178
1309.902357,7,1335.491233
662.949571,7,1335.503668
1215.424187,7,1335.514772
1480.625887,7,1335.526135
560.15852,7,1335.536022
1442.012094,7,1335.54415
1212.422642,7,1335.55472
691.930124,7,1335.564894
837.81986,7,1335.573882
229.871962,7,1335.583877
987.428457,7,1335.596414
1890.298957,7,1335.605967
691.573668,7,1335.618196
1321.314566,7,1335.628029
1001.877688,7,1335.637509
774.745868,7,1335.646417
986.613115,7,1335.655535
1329.322493,7,1335.666491
374.952796,7,1335.67602
1035.98578,7,1335.684864
197.457604,7,1335.694644
1281.190311,7,1335.705013
863.128879,7,1335.714609
377.75986,7,1335.725077
1641.15194,7,1335.735461
1386.858461,7,1339.053112
1725.050753,7,1339.06728
965.127244,7,1339.077258
966.544848,7,1339.088216
368.289221,7,1339.099016
1379.39947,7,1339.10978
819.578958,7,1339.120112
1385.955325,7,1339.1287
676.664753,7,1339.139523
1406.473062,7,1339.149461
178.57111,7,1339.158877
1075.730736,7,1339.168838
563.416235,7,1339.180287
1356.956139,7,1339.189769
669.189823,7,1339.199709
1024.257732,7,1339.210436
1018.594242,7,1339.220301
606.685007,7,1339.231166
1041.175551,7,1339.241308
1374.019733,7,1339.251301
1623.649017,7,1339.262431
541.736092,7,1339.273071
1365.117186,7,1339.280532
1440.951368,7,1339.292492
1355.103994,7,1339.303963
1075.097706,7,1339.313572
1317.575054,7,1339.324277
1411.000489,7,1339.333727
1591.353219,7,1339.341819
337.126439,7,1339.351296
689.006705,7,1339.361334
1522.093582,7,1339.371732
939.271757,7,1339.38016
1481.081965,7,1339.387827
489.533793,7,1339.401313
1732.66236,7,1339.411887
1435.861701,7,1339.423677
191.603105,7,1339.435388
1366.312638,7,1339.445466
2217.119817,7,1339.455173
1455.396054,7,1339.464378
1307.64217,7,1339.475463
1699.756169,7,1339.485481
633.214827,7,1339.494248
1445.227726,7,1339.504915
1170.857772,7,1339.516697
953.855457,7,1339.526392
861.655063,7,1339.536629
1056.65263,7,1339.546389
1124.958598,7,1339.558046
39.456376,7,1339.568798
663.018447,7,1339.578963
1121.055337,7,1339.588179
1332.579152,7,1339.596956
916.588814,7,1339.605602
903.91105,7,1339.618532
1852.61787,7,1339.628859
1575.465266,7,1339.639906
656.449963,7,1339.650787
1719.391074,7,1339.661868
1748.120632,7,1339.676733
1367.292107,7,1339.690362
1799.91957,7,1339.698437
1048.67397,7,1339.709715
1203.748125,7,1339.720699
217.4156,7,1339.733799
988.677455,7,1339.742905
1230.257521,7,1339.754793
1242.954388,7,1339.765404
306.916875,7,1339.775292
1436.279926,7,1339.785226
891.34031,7,1339.794995
2331.046126,7,1339.803733
601.195492,7,1339.813699
249.561906,7,1339.823846
1434.518954,7,1339.838127
1407.846781,7,1339.846812
1335.012271,7,1339.85786
1165.304354,7,1339.868113
697.455119,7,1339.879295
1485.828153,7,1339.888717
945.884725,7,1339.896156
1395.724825,7,1339.906281
1461.995845,7,1339.915671
341.566612,7,1339.925878
714.131937,7,1339.937101
1395.466797,7,1339.948699
948.412742,7,1339.958094
196.581538,7,1339.969964
1223.448896,7,1339.978096
320.23079,7,1339.98666
2141.863015,7,1339.996949
797.9542,7,1340.007379
1257.494454,7,1340.017111
725.669594,7,1340.027142
668.046827,7,1340.036972
304.488018,7,1340.046278
984.713673,7,1340.05935
1859.653732,7,1340.072413
1389.490944,7,1340.083951
1394.943512,7,1340.094566
1714.215817,7,1340.105381
857.911796,7,1340.114664
572.879503,7,1340.123663
1460.691226,7,1340.133738
858.559619,7,1340.142583
692.671103,7,1340.153851
301.663041,7,1340.164636
1718.589056,7,1340.173912
382.588128,7,1340.18715
713.228894,7,1340.198875
1031.553649,7,1340.210893
535.145123,7,1340.223014
1919.527585,7,1340.232794
1790.4975,7,1340.243252
984.087858,7,1340.253243
721.94885,7,1340.263766
953.237562,7,1340.27493
320.95524,7,1340.284336
1350.637427,7,1340.2951
1377.384874,7,1340.305144
1405.494731,7,1340.316116
1864.301777,7,1340.326265
1399.483371,7,1340.335417
1027.553924,7,1340.345588
1491.654072,7,1340.354421
1369.380563,7,1340.362521
1639.765871,7,1340.375331
688.879107,7,1340.385488
1449.384922,7,1340.396469
1471.366255,7,1340.408569
2177.545578,7,1340.417073
1030.869264,7,1340.42584
113.775167,7,1340.435917
1009.505468,7,1340.446469
638.133575,7,1340.455395
2651.168828,7,1340.463408
984.316076,7,1340.474456
980.61954,7,1340.483941
441.798491,7,1340.494981
958.187055,7,1340.504763
2184.092694,7,1340.514995
1790.654268,7,1340.52491
1059.689306,7,1340.532797
1220.746317,7,1340.543604
1078.245319,7,1340.553762
1249.331283,7,1340.563511
347.478592,7,1340.573246
850.691418,7,1340.584579
1911.82692,7,1340.595851
1133.795128,7,1340.606944
519.123081,7,1340.615756
918.553346,7,1340.626199
1662.628447,7,1340.637187
1695.48718,7,1340.647927
293.052716,7,1340.657052
512.455584,7,1340.666167
837.793105,7,1340.675569
1483.009907,7,1340.682909
1405.613997,7,1340.690595
572.564828,7,1340.702824
665.991929,7,1340.712505
660.286988,7,1340.722885
1397.439165,7,1340.733662
1036.017678,7,1340.743242
1695.484639,7,1340.754037
1708.559732,7,1340.76477
614.266764,7,1340.774945
940.421767,7,1340.784573
717.17565,7,1340.794347
962.349805,7,1340.805319
1054.8185,7,1340.813417
1430.043932,7,1340.828625
1863.917479,7,1340.841174
904.344518,7,1340.850582
275.166589,7,1340.85978
912.210784,7,1340.870471
671.126994,7,1340.879838
1408.885237,7,1340.888619
233.128243,7,1340.897615
1291.076134,7,1340.909019
1416.003198,7,1340.918654
1346.584843,7,1340.928894
1051.977299,7,1340.939537
634.177071,7,1340.949193
1910.600799,7,1340.959497
1305.520852,7,1340.969783
1825.741114,7,1340.979309
1860.932822,7,1340.988664
683.605475,7,1340.997919
1516.355994,7,1341.006047
952.51196,7,1341.015362
1366.073896,7,1341.025895
1255.469717,7,1341.03492
1606.42631,7,1341.044508
1315.672642,7,1341.054295
1748.77913,7,1341.063857
1286.235117,7,1341.07638
1764.422575,7,1341.087351
914.118564,7,1341.097737
1828.383292,7,1341.106284
1012.24813,7,1341.11565
972.430942,7,1341.126784
2210.849859,7,1341.138167
779.149815,7,1341.146866
1368.159904,7,1341.157681
1179.265056,7,1341.166603
2466.922316,7,1341.17584
716.808818,7,1341.185261
1421.014955,7,1341.194354
1387.020913,7,1341.204843
1232.328342,7,1341.214356
674.312663,7,1341.224128
1213.434149,7,1341.236169
1146.857434,7,1341.245473
1773.076179,7,1341.256718
1499.747926,7,1341.268147
955.301744,7,1341.278285
850.821149,7,1341.288397
1023.996133,7,1341.297908
325.074834,7,1341.306618
1042.334088,7,1341.315966
1014.917531,7,1341.324646
656.174884,7,1341.333699
1339.252559,7,1341.346205
919.389501,7,1341.354692
1301.415265,7,1341.366125
1080.886465,7,1341.375649
1456.643916,7,1341.386017
1711.757971,7,1341.39527
1778.334989,7,1341.40536
1984.839209,7,1341.414709
1241.404155,7,1341.425168
1154.318143,7,1341.434618
1441.867853,7,1341.444115
564.326492,7,1341.456255
1392.571669,7,1341.464528
1064.654438,7,1341.475775
893.444668,7,1341.485905
1357.608692,7,1341.496662
1518.482441,7,1341.505897
1417.620128,7,1341.51568
1050.257587,7,1341.52495
962.119735,7,1341.534679
1730.946416,7,1341.544529
558.04657,7,1341.553613
1817.811116,7,1341.56773
1521.795158,7,1341.576947
1677.842669,7,1341.587051
1248.584847,7,1341.597292
1473.591727,7,1341.607489
542.181348,7,1341.617751
569.992386,7,1341.627134
2057.343003,7,1341.636291
1018.035169,7,1341.646171
1588.959786,7,1341.656952
940.674705,7,1341.66583
1385.683023,7,1341.677161
1752.084512,7,1341.68645
1249.582103,7,1341.698239
594.491141,7,1341.707596
1367.751865,7,1341.718264
917.037212,7,1341.726858
1717.280975,7,1341.735337
1270.868325,7,1341.745277
1270.788151,7,1341.754105
769.91372,7,1341.765349
1383.331988,7,1341.774493
1605.988054,7,1341.786382
1370.170892,7,1341.796899
323.887939,7,1341.80632
1544.621853,7,1341.816113
1259.378359,7,1341.827667
1051.000186,7,1341.836946
514.186405,7,1341.846394
1470.758178,7,1341.856808
949.971789,7,1341.866539
1915.985575,7,1341.876684
1113.588946,7,1341.886312
695.328897,7,1341.896852
1081.012129,7,1341.907273
1448.592394,7,1341.916436
1412.387306,7,1341.927047
526.943864,7,1341.936296
1064.439676,7,1341.945751
967.963289,7,1341.955121
1877.04881,7,1341.964076
1751.573749,7,1341.974011
630.338873,7,1341.98428
1285.763873,7,1341.991744
-76.726106,7,1342.002208
1503.690339,7,1342.012392
656.419903,7,1342.0229
1793.635793,7,1345.312408
1645.630572,7,1345.324728
552.981937,7,1345.335231
1343.175953,7,1345.346902
350.013955,7,1345.358934
-192.698401,7,1345.368929
1911.054877,7,1345.379383
962.09256,7,1345.389896
881.410351,7,1345.399948
1672.047809,7,1345.409534
1331.641636,7,1345.422297
622.144744,7,1345.43333
1198.488094,7,1345.443536
-96.465621,7,1345.454129
1277.038939,7,1345.465058
1293.981687,7,1345.475153
1142.658927,7,1345.48429
1697.444396,7,1345.493278
1043.99431,7,1345.502414
1421.276773,7,1345.51176
1067.228102,7,1345.521079
1859.54628,7,1345.532773
568.845595,7,1345.543921
878.521169,7,1345.553737
1095.013891,7,1345.563776
1145.939529,7,1345.572996
1763.861579,7,1345.581698
1319.575672,7,1345.591658
360.944994,7,1345.604138
373.524966,7,1345.613698
1338.103004,7,1345.621773
1274.602485,7,1345.630701
558.229309,7,1345.643313
1388.055229,7,1345.658404
1253.472054,7,1345.666812
729.703425,7,1345.676608
1276.510829,7,1345.685305
980.420737,7,1345.695415
584.703337,7,1345.705072
1351.159992,7,1345.714951
881.488637,7,1345.723598
90.881809,7,1345.731786
1871.854542,7,1345.740051
928.092025,7,1345.750683
1787.235795,7,1345.761055
1090.753934,7,1345.77235
596.742956,7,1345.781993
609.498808,7,1345.792634
1265.217605,7,1345.80129
1018.919893,7,1345.809508
-0.186624,7,1345.820085
1362.359061,7,1345.831395
267.196374,7,1345.840769
1283.497865,7,1345.852377
1452.940661,7,1345.862531
993.951113,7,1345.874565
2172.561533,7,1345.885079
1013.405877,7,1345.894296
1311.608008,7,1345.903707
1701.396784,7,1345.915072
2172.012537,7,1345.925756
1432.879989,7,1345.935247
-84.638629,7,1345.945752
1099.430384,7,1345.957449
1689.644903,7,1345.965925
309.480012,7,1345.975867
1007.123748,7,1345.986673
1421.42167,7,1345.997257
65.690445,7,1346.008678
1005.753136,7,1346.019905
1893.80589,7,1346.029866
1707.24975,7,1346.039263
1693.311608,7,1346.047722
